,c,n,x,y,country,decade
21,0.7983727952825047,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LCN,2000-2010
22,0.7150825357776205,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LAC,2000-2010
23,0.7832093538057298,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TLA,2000-2010
24,0.24528464044968135,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LDC,2000-2010
25,0.43481001283347187,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LMY,2000-2010
26,-0.6229610483194518,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LIC,2000-2010
27,-0.05268817518905234,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LMC,2000-2010
28,0.8436275493056695,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MEA,2000-2010
29,0.7526452842941368,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MNA,2000-2010
30,0.7471542834475153,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TMN,2000-2010
31,0.4733877418433494,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MIC,2000-2010
32,0.9083950147553218,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NAC,2000-2010
33,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",INX,2000-2010
34,0.9202327958920069,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",OED,2000-2010
35,0.5426555894743558,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",OSS,2000-2010
36,0.08498502419006321,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PSS,2000-2010
37,0.9458944061093799,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PST,2000-2010
38,-0.03971788582541382,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PRE,2000-2010
39,0.7030150589704806,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SST,2000-2010
40,-0.08222570219780492,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SAS,2000-2010
41,-0.08222570219780492,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TSA,2000-2010
42,0.7849880227715298,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SSF,2000-2010
43,0.7852605646661748,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SSA,2000-2010
44,0.7849880227715217,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TSS,2000-2010
45,0.8493886958941748,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",UMC,2000-2010
46,0.9386118162203234,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",WLD,2000-2010
47,0.8105824351197046,7,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AFG,2000-2010
48,-0.006296982866103521,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ALB,2000-2010
49,0.052442031328091214,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DZA,2000-2010
50,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ASM,2000-2010
51,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AND,2000-2010
52,0.20683732152679876,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AGO,2000-2010
53,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ATG,2000-2010
54,0.8100088897460479,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ARG,2000-2010
55,-0.7453482337877166,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ARM,2000-2010
56,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ABW,2000-2010
57,0.5909064471601677,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AUS,2000-2010
58,0.18473517641513157,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AUT,2000-2010
59,-0.16739383107849515,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",AZE,2000-2010
60,0.6898445442295336,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BHS,2000-2010
61,0.49536385970453567,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BHR,2000-2010
62,0.21540073751304423,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BGD,2000-2010
63,0.5781964686656699,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BRB,2000-2010
64,0.09207875585323169,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BLR,2000-2010
65,0.717723232718089,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BEL,2000-2010
66,0.14431735005153,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BLZ,2000-2010
67,-0.19933457845962768,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BEN,2000-2010
68,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BMU,2000-2010
69,-0.12945431570250407,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BTN,2000-2010
70,0.3480023673569874,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BOL,2000-2010
71,0.1400811438299456,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BIH,2000-2010
72,0.15931702250964366,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BWA,2000-2010
73,0.44543232044465253,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BRA,2000-2010
74,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",VGB,2000-2010
75,-0.8075219837114579,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BRN,2000-2010
76,0.7956370268985883,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BGR,2000-2010
77,0.06428669763255097,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BFA,2000-2010
78,0.34453311192334063,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",BDI,2000-2010
79,-0.05570322387300922,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CPV,2000-2010
80,-0.041225444886469106,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KHM,2000-2010
81,0.2927993556456684,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CMR,2000-2010
82,0.8520413220320485,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CAN,2000-2010
83,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CYM,2000-2010
84,0.16232168520784868,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CAF,2000-2010
85,-0.3282736602444623,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TCD,2000-2010
86,-0.21026206427402516,7,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CHI,2000-2010
87,0.8159816481752519,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CHL,2000-2010
88,0.6542821666977,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CHN,2000-2010
89,-0.1541576318361498,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",COL,2000-2010
90,0.34063493214853424,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",COM,2000-2010
91,-0.5355394254915243,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",COD,2000-2010
92,-0.07117175805438022,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",COG,2000-2010
93,0.6108451459113475,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CRI,2000-2010
94,-0.88494585641566,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CIV,2000-2010
95,0.4021760129067512,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",HRV,2000-2010
96,0.047621290642068,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CUB,2000-2010
97,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CUW,2000-2010
98,0.4192397438155832,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CYP,2000-2010
99,0.6716942810342347,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CZE,2000-2010
100,0.8190805360070138,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DNK,2000-2010
101,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DJI,2000-2010
102,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DMA,2000-2010
103,0.6564911160976853,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DOM,2000-2010
104,0.3430170409612865,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ECU,2000-2010
105,0.7838805248289531,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",EGY,2000-2010
106,0.6609554437430755,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SLV,2000-2010
107,-0.8106753838750949,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GNQ,2000-2010
108,-0.5129588157603404,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ERI,2000-2010
109,0.8741660663099797,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",EST,2000-2010
110,-0.19486062534658813,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SWZ,2000-2010
111,-0.41970038886837296,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ETH,2000-2010
112,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",FRO,2000-2010
113,0.4195498291968045,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",FJI,2000-2010
114,0.8355898818087123,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",FIN,2000-2010
115,0.4297269869249565,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",FRA,2000-2010
116,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PYF,2000-2010
117,-0.5012546610943245,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GAB,2000-2010
118,-0.7267892191157566,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GMB,2000-2010
119,0.257421310719514,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GEO,2000-2010
120,0.44870512481579067,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",DEU,2000-2010
121,-0.27045054259843804,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GHA,2000-2010
122,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GIB,2000-2010
123,0.6422870907713585,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GRC,2000-2010
124,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GRL,2000-2010
125,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GRD,2000-2010
126,0.5798375515860967,7,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GUM,2000-2010
127,0.14152715129088284,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GTM,2000-2010
128,-0.09327794461894227,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GIN,2000-2010
129,0.20662549567912902,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GNB,2000-2010
130,0.7283173924587075,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GUY,2000-2010
131,0.691909886409506,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",HTI,2000-2010
132,0.05416879470058002,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",HND,2000-2010
133,0.8804999530939577,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",HKG,2000-2010
134,0.8024084431956331,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",HUN,2000-2010
135,0.9249951228753304,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ISL,2000-2010
136,-0.18095979803656448,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IND,2000-2010
137,-0.2535457388259826,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IDN,2000-2010
138,0.5524562325641538,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IRN,2000-2010
139,-0.06940275590174694,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IRQ,2000-2010
140,0.8699892890384027,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IRL,2000-2010
141,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",IMN,2000-2010
142,0.8399868871129028,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ISR,2000-2010
143,0.7518644318702574,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ITA,2000-2010
144,0.8569088928531722,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",JAM,2000-2010
145,0.6697161745323151,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",JPN,2000-2010
146,0.3800471755326877,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",JOR,2000-2010
147,0.41619488836325313,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KAZ,2000-2010
148,0.11324690655234249,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KEN,2000-2010
149,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KIR,2000-2010
150,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PRK,2000-2010
151,0.9276253295429006,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KOR,2000-2010
152,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",XKX,2000-2010
153,-0.15771330226865543,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KWT,2000-2010
154,0.23000524531706484,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KGZ,2000-2010
155,0.2598008644694038,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LAO,2000-2010
156,0.9040943635860336,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LVA,2000-2010
157,-0.20558646123964922,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LBN,2000-2010
158,0.5709716715750711,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LSO,2000-2010
159,-0.4083895880688691,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LBR,2000-2010
160,-0.4914771440406484,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LBY,2000-2010
161,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LIE,2000-2010
162,0.8203123843542599,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LTU,2000-2010
163,-0.31892074495271494,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LUX,2000-2010
164,0.28589550888029697,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MAC,2000-2010
165,0.02591803008160343,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MKD,2000-2010
166,0.12778337707102574,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MDG,2000-2010
167,0.4679298931504908,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MWI,2000-2010
168,-0.012501161981008114,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MYS,2000-2010
169,0.2562765390619826,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MDV,2000-2010
170,-0.29303828954556743,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MLI,2000-2010
171,0.5134727152723179,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MLT,2000-2010
172,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MHL,2000-2010
173,-0.48862140761410805,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MRT,2000-2010
174,0.1374860397331648,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MUS,2000-2010
175,0.853493638386157,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MEX,2000-2010
176,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",FSM,2000-2010
177,0.7419451019633433,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MDA,2000-2010
178,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MCO,2000-2010
179,0.03873750096383211,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MNG,2000-2010
180,0.7547917729527308,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MNE,2000-2010
181,0.3618719165163837,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MAR,2000-2010
182,0.4888726889328723,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MOZ,2000-2010
183,-0.5610830791684738,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MMR,2000-2010
184,-0.7925953209690116,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NAM,2000-2010
185,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NRU,2000-2010
186,-0.10838179487213144,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NPL,2000-2010
187,0.566278048365428,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NLD,2000-2010
188,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NCL,2000-2010
189,0.5192348379704378,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NZL,2000-2010
190,0.4209397773690522,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NIC,2000-2010
191,0.1937332867729018,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NER,2000-2010
192,-0.252217806382822,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NGA,2000-2010
193,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MNP,2000-2010
194,0.46942239308304046,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",NOR,2000-2010
195,0.5795636949909927,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",OMN,2000-2010
196,0.7552300317997118,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PAK,2000-2010
197,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PLW,2000-2010
198,0.7675777205241227,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PAN,2000-2010
199,-0.7586024570208756,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PNG,2000-2010
200,0.4139172476761084,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PRY,2000-2010
201,-0.4713761003297723,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PER,2000-2010
202,-0.3495914798877138,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PHL,2000-2010
203,0.7659856623844664,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",POL,2000-2010
204,0.8375124141599557,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PRT,2000-2010
205,0.46239686106786776,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",PRI,2000-2010
206,0.40456256072114644,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",QAT,2000-2010
207,0.12049141418362458,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ROU,2000-2010
208,0.6835107111363862,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",RUS,2000-2010
209,0.3279680745483796,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",RWA,2000-2010
210,-0.3662021259789143,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",WSM,2000-2010
211,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SMR,2000-2010
212,0.14773167931313347,8,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",STP,2000-2010
213,0.8157056366507095,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SAU,2000-2010
214,-0.3481362162140789,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SEN,2000-2010
215,0.2977080085203291,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SRB,2000-2010
216,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SYC,2000-2010
217,0.04065798661982193,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SLE,2000-2010
218,0.333179906275379,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SGP,2000-2010
219,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SXM,2000-2010
220,0.7915286000994841,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SVK,2000-2010
221,0.4729231835934843,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SVN,2000-2010
222,-0.9961744136432591,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SLB,2000-2010
223,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SOM,2000-2010
224,0.7625501682507936,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ZAF,2000-2010
225,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SSD,2000-2010
226,0.9612972172014503,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",ESP,2000-2010
227,0.6177950806303834,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LKA,2000-2010
228,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",KNA,2000-2010
229,0.18588671518377842,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",LCA,2000-2010
230,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",MAF,2000-2010
231,0.715352150387897,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",VCT,2000-2010
232,0.1688089966589017,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SDN,2000-2010
233,0.18337961718725967,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SUR,2000-2010
234,0.5572421598291211,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SWE,2000-2010
235,0.5418830128549681,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",CHE,2000-2010
236,-0.7214471712331566,7,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SYR,2000-2010
237,-0.22390333283824113,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TJK,2000-2010
238,-0.021765614209690785,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TZA,2000-2010
239,0.5771793002643119,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",THA,2000-2010
240,-0.33139546204654463,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TLS,2000-2010
241,-0.44884912345692285,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TGO,2000-2010
242,-0.4693116566816146,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TON,2000-2010
243,0.660032685449349,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TTO,2000-2010
244,0.527947675834974,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TUN,2000-2010
245,0.11201391891920533,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TUR,2000-2010
246,0.8728399104783117,9,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TKM,2000-2010
247,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TCA,2000-2010
248,,0,GDP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",TUV,2000-2010
